City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Charters Towers,AU,2022-07-21 15:22:14,-20.1,146.2667,57.43,70,0,5.99
292,Bad Hall,AT,2022-07-21 15:22:15,48.0383,14.2077,82.67,59,100,6.42
293,Kanash,RU,2022-07-21 15:22:15,55.5086,47.4956,65.59,79,91,10.83
294,Lorengau,PG,2022-07-21 15:22:16,-2.0226,147.2712,80.1,78,100,2.77
295,Klaksvik,FO,2022-07-21 15:22:16,62.2266,-6.589,52.72,83,14,12.3
296,Dzaoudzi,YT,2022-07-21 15:22:17,-12.7887,45.2699,75.09,78,100,4.61
297,Ous,RU,2022-07-21 15:22:18,60.9058,61.5186,64.83,56,91,3.71
298,Zhigalovo,RU,2022-07-21 15:22:18,54.8097,105.1578,59.7,73,100,2.59
299,Caborca,MX,2022-07-21 15:22:19,30.5838,-111.101,83.7,51,80,1.97
300,Agogo,GH,2022-07-21 15:22:19,6.8,-1.0819,83.71,49,91,1.57
301,Long Xuyen,VN,2022-07-21 15:22:19,10.3833,105.4167,75.15,94,98,1.95
302,Bulancak,TR,2022-07-21 15:22:20,40.9372,38.2291,69.62,78,75,12.66
303,Marshalltown,US,2022-07-21 15:22:20,42.0494,-92.908,84.29,61,0,13.8
304,Sorong,ID,2022-07-21 15:22:21,-0.8833,131.25,78.91,87,100,9.13
305,Vao,NC,2022-07-21 15:22:21,-22.6667,167.4833,72.95,91,4,20.6
306,Mildura,AU,2022-07-21 15:22:22,-34.2,142.15,49.89,79,4,12.19
307,Arman,RU,2022-07-21 15:22:22,59.7,150.1667,58.1,84,85,3.09
308,Coquimbo,CL,2022-07-21 15:22:23,-29.9533,-71.3436,53.33,87,100,4.61
309,Piacabucu,BR,2022-07-21 15:22:23,-10.4056,-36.4344,79.81,60,88,9.4
310,Bandarbeyla,SO,2022-07-21 15:22:24,9.4942,50.8122,76.73,79,98,31.43
311,Bengkulu,ID,2022-07-21 15:22:24,-3.8004,102.2655,76.86,90,81,4.63
312,Katsuura,JP,2022-07-21 15:22:25,35.1333,140.3,77.58,93,100,12.86
313,San Jeronimo,PE,2022-07-21 15:22:25,-11.9472,-75.2829,55.35,45,0,1.48
314,Ilulissat,GL,2022-07-21 15:22:26,69.2167,-51.1,62.62,48,75,10.36
315,Songjianghe,CN,2022-07-21 15:22:26,42.1859,127.479,61.05,98,100,1.36
316,San Luis,AR,2022-07-21 15:20:36,-33.295,-66.3356,58.53,36,42,20.22
317,Tadine,NC,2022-07-21 15:22:27,-21.55,167.8833,74.23,88,32,11.43
318,Kirakira,SB,2022-07-21 15:22:27,-10.4544,161.9205,79.52,85,43,5.19
319,Rudbar,AF,2022-07-21 15:22:27,30.15,62.6,101.37,9,1,7.67
320,Lewiston,US,2022-07-21 15:21:52,44.1003,-70.2148,89.71,66,0,9.22
321,Bamenda,CM,2022-07-21 15:22:28,5.9527,10.1582,69.64,90,92,3.98
322,Potosi,BO,2022-07-21 15:22:28,-19.5836,-65.7531,56.26,35,41,5.75
323,Aksu,CN,2022-07-21 15:22:29,41.1231,80.2644,85.59,21,0,4.36
324,Hualmay,PE,2022-07-21 15:18:34,-11.0964,-77.6139,63.25,78,79,8.9
325,Vila,PT,2022-07-21 15:22:30,42.0304,-8.1588,85.69,43,1,9.46
326,Dingle,PH,2022-07-21 15:22:30,10.9995,122.6711,78.08,90,100,5.35
327,Luderitz,NA,2022-07-21 15:23:31,-26.6481,15.1594,66.7,52,0,15.19
328,Igrim,RU,2022-07-21 15:23:31,63.1906,64.4162,65.05,50,72,5.08
329,Gambela,ET,2022-07-21 15:23:32,8.25,34.5833,79.86,78,27,1.97
330,Mount Isa,AU,2022-07-21 15:23:32,-20.7333,139.5,49.77,34,3,9.22
331,Miraflores,MX,2022-07-21 15:23:32,19.2167,-98.8083,69.03,55,78,3.29
332,Yunyang,CN,2022-07-21 15:23:33,33.4474,112.7142,77.95,86,1,3.47
333,Tsiroanomandidy,MG,2022-07-21 15:23:33,-18.7667,46.0333,65.28,46,0,7.09
334,Nogliki,RU,2022-07-21 15:22:09,51.8333,143.1667,53.6,98,100,10.4
335,Carutapera,BR,2022-07-21 15:23:34,-1.195,-46.02,87.75,54,17,5.55
336,Takaka,NZ,2022-07-21 15:23:35,-40.85,172.8,48.56,83,6,2.55
337,Malavalli,IN,2022-07-21 15:23:35,12.3833,77.0833,73.26,76,97,5.46
338,Ontario,US,2022-07-21 15:21:46,34.0633,-117.6509,89.82,48,75,4.61
339,Xinzhou,CN,2022-07-21 15:23:36,38.4092,112.7333,74.46,49,99,2.53
340,Nemuro,JP,2022-07-21 15:23:36,43.3236,145.575,56.68,90,0,9.15
341,Ust-Uda,RU,2022-07-21 15:23:37,54.1742,103.0304,60.58,70,100,0.89
342,Petropavlovsk-Kamchatskiy,RU,2022-07-21 15:23:37,53.0452,158.6483,57.79,100,100,4.47
343,Severnyy,RU,2022-07-21 15:23:38,50.677,36.5532,60.84,100,75,8.95
344,Isangel,VU,2022-07-21 15:23:38,-19.55,169.2667,75.61,89,12,9.73
345,Brigantine,US,2022-07-21 15:23:39,39.4101,-74.3646,92.01,70,0,11.5
346,Dicabisagan,PH,2022-07-21 15:23:22,17.0818,122.4157,81.72,83,59,2.26
347,Kenai,US,2022-07-21 15:23:39,60.5544,-151.2583,50.14,98,100,5.75
348,Ponta Do Sol,PT,2022-07-21 15:23:40,32.6667,-17.1,82.71,70,1,4.59
349,Sorland,NO,2022-07-21 15:22:14,67.667,12.6934,53.82,92,100,17.76
350,Zhangzhou,CN,2022-07-21 15:23:40,24.5133,117.6556,85.93,86,0,1.28
351,Kutum,SD,2022-07-21 15:23:41,14.2,24.6667,76.26,60,100,23.17
352,Port Shepstone,ZA,2022-07-21 15:23:41,-30.7414,30.455,66.61,76,51,16.28
353,Port Elizabeth,ZA,2022-07-21 15:23:42,-33.918,25.5701,61.09,73,0,8.05
354,Guerrero Negro,MX,2022-07-21 15:23:42,27.9769,-114.0611,70.47,75,73,13.65
355,Debre Birhan,ET,2022-07-21 15:23:43,9.6833,39.5333,59.45,70,34,1.5
356,Tema,GH,2022-07-21 15:23:43,5.667,-0.0166,81.01,61,20,18.41
357,Hovd,MN,2022-07-21 15:23:44,48.0056,91.6419,68.54,34,99,7.38
358,Avera,US,2022-07-21 15:23:45,33.194,-82.5271,83.71,72,100,9.48
359,Kodinar,IN,2022-07-21 15:23:45,20.7903,70.7031,81.43,81,100,14.74
360,Banjar,ID,2022-07-21 15:23:46,-8.19,114.9675,74.03,89,57,6.31
361,Taonan,CN,2022-07-21 15:23:46,45.3333,122.7833,73.85,67,17,6.06
362,Meulaboh,ID,2022-07-21 15:23:47,4.1363,96.1285,79.2,81,100,5.01
363,Northam,GB,2022-07-21 15:23:47,51.0333,-4.2167,65.39,56,5,10.33
364,Guaruja,BR,2022-07-21 15:23:48,-23.9931,-46.2564,76.86,61,20,3.44
365,Kahului,US,2022-07-21 15:22:00,20.8947,-156.47,73.42,78,100,13.8
366,Samarkand,UZ,2022-07-21 15:23:49,39.6542,66.9597,90.82,17,0,11.5
367,Rantepao,ID,2022-07-21 15:23:49,-2.9701,119.8978,66.92,98,78,1.81
368,Vavoua,CI,2022-07-21 15:23:49,7.3819,-6.4778,81.84,59,97,4.52
369,Trelew,AR,2022-07-21 15:20:50,-43.249,-65.3051,47.25,36,34,25.19
370,Faranah,GN,2022-07-21 15:23:50,10.0404,-10.7434,75.94,90,99,6.53
371,Bull Savanna,JM,2022-07-21 15:23:51,17.8868,-77.5902,85.39,59,2,12.8
372,Rocha,UY,2022-07-21 15:24:51,-34.4833,-54.3333,61.3,77,66,9.89
373,Nortelandia,BR,2022-07-21 15:24:52,-14.4547,-56.8028,93.18,22,3,7.56
374,Abu Dhabi,AE,2022-07-21 15:19:57,24.4667,54.3667,100.51,64,0,8.05
375,Revda,RU,2022-07-21 15:24:52,56.801,59.9303,61.32,77,100,4.94
376,Mpraeso,GH,2022-07-21 15:24:53,6.5932,-0.7346,83.1,49,93,1.68
377,Port Hedland,AU,2022-07-21 15:24:53,-20.3167,118.5667,60.85,94,0,6.91
378,Bijie,CN,2022-07-21 15:24:54,27.3125,105.2942,66.43,93,75,11.39
379,Sobolevo,RU,2022-07-21 15:24:54,54.4299,31.8996,68.85,71,21,14.16
380,Lodja,CD,2022-07-21 15:24:55,-3.4833,23.4333,85.96,36,94,2.24
381,Viedma,AR,2022-07-21 15:24:55,-40.8135,-62.9967,50.18,31,86,17.58
382,Lasa,IT,2022-07-21 15:24:56,46.6166,10.7002,89.69,61,49,3.51
383,Praia Da Vitoria,PT,2022-07-21 15:24:56,38.7333,-27.0667,79.05,65,20,3.2
384,Moranbah,AU,2022-07-21 15:24:57,-22.0016,148.0466,56.03,96,74,7.63
385,Qeshm,IR,2022-07-21 15:24:57,26.9581,56.2719,93.09,82,24,16.22
386,Langfang,CN,2022-07-21 15:24:58,39.5097,116.6947,79.95,62,42,5.55
387,Kropotkin,RU,2022-07-21 15:24:58,45.4375,40.5756,78.28,38,80,14.38
388,Dudinka,RU,2022-07-21 15:24:59,69.4058,86.1778,58.62,78,32,6.38
389,Cidreira,BR,2022-07-21 15:24:59,-30.1811,-50.2056,70.11,74,100,4.83
390,Mandalgovi,MN,2022-07-21 15:24:59,45.7625,106.2708,59.65,60,100,5.57
391,Ust-Nera,RU,2022-07-21 15:25:00,64.5667,143.2,53.82,81,31,7.7
392,Tendo,JP,2022-07-21 15:25:00,38.3536,140.3697,71.31,91,94,1.5
393,Ribeira Grande,PT,2022-07-21 15:21:44,38.5167,-28.7,75.6,83,20,6.91
394,Dhrangadhra,IN,2022-07-21 15:25:01,22.9833,71.4667,85.14,68,100,13.22
395,Leshan,CN,2022-07-21 15:25:01,29.5623,103.7639,76.84,89,99,3.53
396,Whitehorse,CA,2022-07-21 15:21:16,60.7161,-135.0538,47.17,81,75,13.8
397,Katherine,AU,2022-07-21 15:25:02,-14.4667,132.2667,59.32,55,84,5.75
398,Slave Lake,CA,2022-07-21 15:21:50,55.2834,-114.769,66.18,55,0,3.44
399,Borodyanka,UA,2022-07-21 15:25:03,50.6448,29.9201,82.51,43,9,14.67
400,Minab,IR,2022-07-21 15:25:03,27.1467,57.0801,94.69,57,6,7.11
401,Haines Junction,CA,2022-07-21 15:25:04,60.7522,-137.5108,45.19,82,95,3.2
402,Saint-Georges,GD,2022-07-21 15:25:04,12.0564,-61.7485,83.88,84,75,20.71
403,Teguldet,RU,2022-07-21 15:25:05,57.3064,88.1667,57.0,97,99,5.28
404,Puerto Escondido,MX,2022-07-21 15:25:05,15.85,-97.0667,86.83,66,40,3.44
405,Broome,US,2022-07-21 15:25:06,42.2506,-75.833,89.02,60,0,16.11
406,Colac,AU,2022-07-21 15:22:13,-38.3333,143.5833,45.18,86,2,5.99
407,Eirunepe,BR,2022-07-21 15:25:06,-6.6603,-69.8736,87.58,45,71,1.12
408,Ilo,PE,2022-07-21 15:25:07,-17.6394,-71.3375,59.86,82,100,4.61
409,Grinnell,US,2022-07-21 15:25:07,41.743,-92.7224,85.98,61,0,13.8
410,Baykit,RU,2022-07-21 15:25:08,61.67,96.37,59.67,76,89,2.71
411,Tornio,FI,2022-07-21 15:25:08,65.8481,24.1466,69.82,65,96,7.36
412,Gusau,NG,2022-07-21 15:25:09,12.1628,6.6614,84.24,54,79,5.68
413,Chute-Aux-Outardes,CA,2022-07-21 15:25:09,49.1168,-68.399,60.78,77,20,14.97
414,Whyalla,AU,2022-07-21 15:25:10,-33.0333,137.5833,53.28,80,92,14.74
415,Sukhobezvodnoye,RU,2022-07-21 15:25:10,57.0491,44.8891,66.52,75,85,4.45
416,Havre-Saint-Pierre,CA,2022-07-21 15:25:11,50.2334,-63.5986,73.76,56,0,9.22
417,Faya,SA,2022-07-21 15:25:11,18.3851,42.4509,75.31,60,99,8.1
418,Paamiut,GL,2022-07-21 15:25:12,61.994,-49.6678,46.6,89,95,3.85
419,Lata,PT,2022-07-21 15:25:12,40.1629,-8.3327,85.5,48,0,11.12
420,Flin Flon,CA,2022-07-21 15:23:31,54.7682,-101.865,64.24,59,75,16.11
421,Pangnirtung,CA,2022-07-21 15:26:13,66.1451,-65.7125,44.6,100,100,9.22
422,Sherlovaya Gora,RU,2022-07-21 15:26:14,50.5667,116.25,65.21,73,8,4.59
423,Nelson Bay,AU,2022-07-21 15:26:14,-32.7167,152.15,63.0,85,98,18.01
424,Fare,PF,2022-07-21 15:26:14,-16.7,-151.0167,76.19,75,10,12.33
425,Shenjiamen,CN,2022-07-21 15:26:15,29.9576,122.298,79.48,91,99,2.06
426,Temerloh,MY,2022-07-21 15:26:15,3.4483,102.4176,76.21,93,97,2.04
427,Prigen,ID,2022-07-21 15:26:16,-7.6833,112.6167,71.13,85,27,3.56
428,Boguchany,RU,2022-07-21 15:26:16,58.3814,97.4531,60.04,86,61,3.96
429,Ikungi,TZ,2022-07-21 15:26:17,-5.1333,34.7667,73.11,32,81,9.84
430,Ugoofaaru,MV,2022-07-21 15:26:17,5.6667,73.0,82.2,77,100,17.6
431,Margate,GB,2022-07-21 15:26:18,51.3813,1.3862,72.1,76,62,5.01
432,Christchurch,NZ,2022-07-21 15:22:04,-43.5333,172.6333,41.2,81,100,3.44
433,Iqaluit,CA,2022-07-21 15:26:18,63.7506,-68.5145,38.93,100,100,8.05
434,Fortuna,US,2022-07-21 15:26:19,40.5982,-124.1573,56.35,91,86,5.01
435,Machilipatnam,IN,2022-07-21 15:26:19,16.1667,81.1333,84.02,75,99,3.98
436,Dunedin,NZ,2022-07-21 15:26:20,-45.8742,170.5036,47.8,84,95,7.0
437,Malente,DE,2022-07-21 15:26:20,54.1712,10.5552,78.55,60,56,11.18
438,Puri,IN,2022-07-21 15:26:21,19.8,85.85,82.92,81,100,8.7
439,Larsnes,NO,2022-07-21 15:26:21,62.2028,5.5773,59.41,82,92,7.65
440,Vestmannaeyjar,IS,2022-07-21 15:26:22,63.4427,-20.2734,50.99,100,100,9.22
441,Santa Cruz Cabralia,BR,2022-07-21 15:26:22,-16.2781,-39.0247,75.43,83,40,4.61
442,Jalingo,NG,2022-07-21 15:26:23,8.8833,11.3667,83.48,70,86,4.03
443,Pilar,BR,2022-07-21 15:26:23,-9.5972,-35.9567,82.33,68,69,8.86
444,Saint-Augustin,CA,2022-07-21 15:26:24,51.226,-58.6502,74.25,47,21,15.57
445,Puerto Baquerizo Moreno,EC,2022-07-21 15:22:41,-0.9,-89.6,72.59,78,40,10.36
446,Terrace,CA,2022-07-21 15:26:25,54.5163,-128.6035,58.91,72,75,3.44
447,San Antonio,US,2022-07-21 15:26:21,29.4241,-98.4936,87.58,73,100,10.36
448,Iberia,US,2022-07-21 15:21:45,29.9502,-91.7507,89.6,66,40,6.91
449,Comodoro Rivadavia,AR,2022-07-21 15:23:53,-45.8667,-67.5,42.66,49,20,21.85
450,Portland,US,2022-07-21 15:24:28,45.5234,-122.6762,69.01,78,20,4.61
451,Noumea,NC,2022-07-21 15:26:26,-22.2763,166.4572,75.99,99,14,9.53
452,Paragould,US,2022-07-21 15:26:27,36.0584,-90.4973,88.83,73,3,7.78
453,Vaitape,PF,2022-07-21 15:26:27,-16.5167,-151.75,76.6,75,10,13.49
454,Shaygino,RU,2022-07-21 15:26:28,57.7675,46.8618,65.5,76,96,1.21
455,Ziro,IN,2022-07-21 15:26:29,27.6333,93.8333,61.43,97,100,0.65
456,Cairo,EG,2022-07-21 15:22:01,30.0626,31.2497,92.16,38,20,12.66
457,Houston,US,2022-07-21 15:25:25,29.7633,-95.3633,92.34,69,40,7.0
458,Tura,IN,2022-07-21 15:26:30,25.5198,90.2201,76.12,95,100,3.38
459,San Juan,AR,2022-07-21 15:26:30,-31.5375,-68.5364,61.23,18,47,17.07
460,Manta,EC,2022-07-21 15:26:30,-0.95,-80.7333,73.18,78,75,11.5
461,Albury,AU,2022-07-21 15:26:31,-36.0833,146.9167,46.02,100,6,3.0
462,Burnie,AU,2022-07-21 15:26:31,-41.0667,145.9167,48.94,72,42,11.23
463,Bolivar,US,2022-07-21 15:26:32,37.6145,-93.4105,88.36,49,5,5.06
464,Nadym,RU,2022-07-21 15:26:32,65.5333,72.5167,51.4,60,100,8.86
465,Bud,US,2022-07-21 15:27:33,39.447,-86.1758,84.31,69,0,8.93
466,Kaseda,JP,2022-07-21 15:27:33,31.4167,130.3167,80.1,91,95,13.67
467,Impfondo,CG,2022-07-21 15:27:34,1.6381,18.0667,81.86,68,98,4.14
468,San Policarpo,PH,2022-07-21 15:27:34,12.1791,125.5072,82.06,78,12,4.21
469,Tynda,RU,2022-07-21 15:27:35,55.1667,124.7167,60.49,95,18,1.23
470,Lingao,CN,2022-07-21 15:27:35,19.9103,109.6859,80.94,79,3,14.79
471,Boulder City,US,2022-07-21 15:27:36,35.9786,-114.8325,95.27,16,9,4.23
472,Perene,PE,2022-07-21 15:23:12,-10.9492,-75.2261,82.56,50,13,3.11
473,Jibuti,DJ,2022-07-21 15:27:37,11.5,42.5,95.2,26,65,6.93
474,Svetlyy,RU,2022-07-21 15:27:37,54.675,20.1347,86.05,41,6,3.22
475,Jalor,IN,2022-07-21 15:23:10,25.35,72.6167,88.81,63,100,13.82
476,Saskylakh,RU,2022-07-21 15:27:38,71.9167,114.0833,51.96,66,98,15.21
477,Taupo,NZ,2022-07-21 15:27:38,-38.6833,176.0833,44.02,71,59,8.12
478,Grindavik,IS,2022-07-21 15:27:39,63.8424,-22.4338,54.07,94,75,9.22
479,Letpadan,MM,2022-07-21 15:27:39,17.7833,95.75,78.84,90,100,5.37
480,Mapimi,MX,2022-07-21 15:27:40,25.8167,-103.85,83.97,33,0,2.95
481,Rumuruti,KE,2022-07-21 15:27:40,0.267,36.5389,66.36,57,100,7.56
482,Chuka,KE,2022-07-21 15:27:41,-0.3332,37.6459,68.49,51,100,4.85
483,Kurilsk,RU,2022-07-21 15:27:41,45.2333,147.8833,52.72,97,100,13.51
484,Kantunilkin,MX,2022-07-21 15:27:42,21.0917,-87.45,89.96,51,5,4.16
485,Vardo,NO,2022-07-21 15:27:42,70.3705,31.1107,58.98,82,0,8.05
486,Dawei,MM,2022-07-21 15:27:43,14.0833,98.2,76.39,93,100,5.77
487,Wanning,CN,2022-07-21 15:26:06,18.8003,110.3967,80.4,87,90,6.71
488,Tateyama,JP,2022-07-21 15:27:43,34.9833,139.8667,79.11,91,100,11.9
489,Gat,IL,2022-07-21 15:27:44,31.61,34.7642,86.4,100,1,12.17
490,Raudeberg,NO,2022-07-21 15:27:44,61.9875,5.1352,54.95,78,78,5.1
491,Varkaus,FI,2022-07-21 15:27:45,62.3153,27.873,78.31,35,53,4.05
492,Talara,PE,2022-07-21 15:27:45,-4.5772,-81.2719,66.96,72,0,18.41
493,Borogontsy,RU,2022-07-21 15:27:46,62.6683,131.1683,66.36,75,4,5.12
494,Rio Grande,BR,2022-07-21 15:22:59,-32.035,-52.0986,73.51,97,100,3.69
495,Varhaug,NO,2022-07-21 15:27:47,58.6147,5.6457,63.86,80,85,27.49
496,Gwanda,ZW,2022-07-21 15:27:47,-20.9333,29.0,66.45,55,49,9.95
497,Chino Valley,US,2022-07-21 15:26:31,34.7575,-112.4538,81.68,45,100,0.0
498,Sosnovoborsk,RU,2022-07-21 15:27:48,56.1325,93.3589,62.24,75,100,3.42
499,Zelenoborskiy,RU,2022-07-21 15:27:48,66.845,32.3622,69.13,65,90,3.22
500,La Palma,US,2022-07-21 15:27:49,33.8464,-118.0467,79.9,80,0,3.44
501,Carmo Do Paranaiba,BR,2022-07-21 15:25:04,-19.0008,-46.3161,74.75,46,0,10.02
502,Hofn,IS,2022-07-21 15:27:50,64.2539,-15.2082,55.42,76,100,6.91
503,Bilibino,RU,2022-07-21 15:27:50,68.0546,166.4372,33.62,70,33,5.66
504,Romny,UA,2022-07-21 15:27:51,50.751,33.4747,65.25,84,100,13.87
505,Cedar City,US,2022-07-21 15:27:06,37.6775,-113.0619,85.39,33,0,3.44
506,Zacualpan,MX,2022-07-21 15:27:51,21.25,-105.1667,89.22,71,47,1.88
507,Omsukchan,RU,2022-07-21 15:27:52,62.5333,155.8,45.95,69,45,5.55
508,Keuruu,FI,2022-07-21 15:27:52,62.2667,24.7,83.8,40,52,6.4
509,Esperance,AU,2022-07-21 15:27:20,-33.8667,121.9,55.24,77,53,19.22
510,Candido Mendes,BR,2022-07-21 15:27:53,-1.4467,-45.7167,88.48,51,44,3.96
511,Ouro Preto Do Oeste,BR,2022-07-21 15:28:54,-10.7481,-62.2158,90.84,27,1,3.76
512,Teahupoo,PF,2022-07-21 15:28:54,-17.8333,-149.2667,64.36,78,14,11.21
513,Boa Vista,BR,2022-07-21 15:28:55,2.8197,-60.6733,78.78,83,75,3.44
514,Giehun,SL,2022-07-21 15:28:55,7.8833,-11.05,77.14,78,100,4.38
515,Karaton,ID,2022-07-21 15:28:56,-6.3424,106.1045,74.3,92,49,1.03
516,Krasne,UA,2022-07-21 15:28:56,49.9145,24.6134,79.81,31,6,11.48
517,Buy,RU,2022-07-21 15:28:57,58.4786,41.53,66.51,70,100,5.39
518,Rio Gallegos,AR,2022-07-21 15:28:28,-51.6226,-69.2181,32.05,74,0,23.02
519,Twentynine Palms,US,2022-07-21 15:28:57,34.1356,-116.0542,93.25,21,100,1.01
520,Eunice,US,2022-07-21 15:28:58,30.4944,-92.4176,88.99,59,52,9.17
521,Sinnamary,GF,2022-07-21 15:28:59,5.3833,-52.95,82.6,73,30,5.59
522,Maragogi,BR,2022-07-21 15:24:14,-9.0122,-35.2225,77.65,79,67,12.73
523,Ionia,US,2022-07-21 15:26:25,42.9873,-85.0711,83.48,58,0,12.66
524,Paracuru,BR,2022-07-21 15:28:59,-3.41,-39.0306,83.1,57,79,12.1
525,Yarada,IN,2022-07-21 15:29:00,17.65,83.2667,84.52,89,75,3.44
526,Isla Mujeres,MX,2022-07-21 15:29:00,21.2311,-86.731,87.85,67,12,8.95
527,Siruguppa,IN,2022-07-21 15:29:01,15.6333,76.9,87.42,50,100,7.49
528,Harwich,GB,2022-07-21 15:29:01,51.9419,1.2844,74.19,64,95,13.0
529,Usinsk,RU,2022-07-21 15:29:02,65.9939,57.5281,65.8,49,100,16.69
530,Tacna,PE,2022-07-21 15:29:02,-18.0056,-70.2483,54.5,87,100,3.44
531,Urengoy,RU,2022-07-21 15:29:03,65.9667,78.3667,47.7,82,100,5.17
532,Grimshaw,CA,2022-07-21 15:29:03,56.1834,-117.6027,62.22,59,75,9.22
533,Derzhavinsk,KZ,2022-07-21 15:29:04,51.1,66.3167,74.53,39,14,14.97
534,Kimbe,PG,2022-07-21 15:29:04,-5.5502,150.1429,75.6,93,89,2.75
535,Bognor Regis,GB,2022-07-21 15:29:05,50.7821,-0.6798,76.17,63,99,8.72
536,Mangrol,IN,2022-07-21 15:29:05,21.1167,70.1167,81.9,81,100,16.51
537,Arys,KZ,2022-07-21 15:29:06,42.4252,68.795,100.35,9,0,15.46
538,Inta,RU,2022-07-21 15:29:06,66.0317,60.1659,63.45,51,100,12.73
539,Galveston,US,2022-07-21 15:29:07,29.3669,-94.9669,93.04,69,0,11.5
540,Pathein,MM,2022-07-21 15:29:07,16.7833,94.7333,77.09,94,100,9.1
541,Rocky Mountain House,CA,2022-07-21 15:29:08,52.3668,-114.9188,63.93,60,2,1.92
542,Seguela,CI,2022-07-21 15:29:08,7.9611,-6.6731,82.49,57,94,3.69
543,Kulhudhuffushi,MV,2022-07-21 15:29:09,6.6221,73.07,81.54,79,100,19.26
544,Laramie,US,2022-07-21 15:27:43,41.3114,-105.5911,81.54,28,0,3.44
545,Tarakan,ID,2022-07-21 15:29:10,3.3,117.6333,80.1,89,20,2.3
546,Bahawalpur,PK,2022-07-21 15:29:10,29.4,71.6833,82.18,77,84,30.78
547,Tabas,IR,2022-07-21 15:29:11,33.5959,56.9244,100.99,8,0,9.73
548,Sweetwater,US,2022-07-21 15:29:11,25.7634,-80.3731,92.01,63,20,9.22
549,Jalu,LY,2022-07-21 15:29:12,29.0331,21.5482,94.08,16,0,15.97
550,Srivardhan,IN,2022-07-21 15:29:12,18.0333,73.0167,79.54,86,100,5.91
